,id,benchmark_dataset_name,origin,source_format,summary_origin,error_origin,error_type,error_categorization,model,nonfactual_spans,nonfactual_spans_category,source,summary
1197,39938984,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,odds-on favourite jockey<sep>magical stakes at newmarket to win the mount stakes at newmarket,"['extrinsic', 'extrinsic']","                                               document  \
5645  Trainer John Gosden let the unbeaten 4-7 favou...   

                                                summary        id  
5645  Shutter Speed overcame rain-softened ground to...  39938984  ",odds-on favourite jockey john gosden won the magical stakes at newmarket to win the mount stakes at newmarket.
1198,39938984,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,"shutter speed, ridden by frankie dettori, won the epsom derby for the second year running",['extrinsic'],"                                               document  \
5645  Trainer John Gosden let the unbeaten 4-7 favou...   

                                                summary        id  
5645  Shutter Speed overcame rain-softened ground to...  39938984  ","shutter speed, ridden by frankie dettori, won the epsom derby for the second year running."
1199,39938984,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,firs,['extrinsic'],"                                               document  \
5645  Trainer John Gosden let the unbeaten 4-7 favou...   

                                                summary        id  
5645  Shutter Speed overcame rain-softened ground to...  39938984  ","dean gosden\'s first major winner of this year\'s epsom derby, held on to win the derby at newbury."
1200,36711337,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,man<sep>30 years ago<sep>has told a jury,"['intrinsic', 'extrinsic', 'intrinsic']","                                                document  \
10300  Vincent Barker, known as Vinnie, died in July ...   

                                                 summary        id  
10300  An eight-year-old boy, who died after fluid bu...  36711337  ",a man accused of murdering vincent barker 30 years ago has told a jury he was ``preventable\'\'and ``preventable\'\'.
1201,36711337,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,eight-year-old,['extrinsic'],"                                                document  \
10300  Vincent Barker, known as Vinnie, died in July ...   

                                                 summary        id  
10300  An eight-year-old boy, who died after fluid bu...  36711337  ","an eight-year-old boy, who died after fluid built up in his brain, could have been saved if an optometrist had ``done her job properly\'\', a court has heard."
1202,36711337,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,,[],"                                                document  \
10300  Vincent Barker, known as Vinnie, died in July ...   

                                                 summary        id  
10300  An eight-year-old boy, who died after fluid bu...  36711337  ",the trial of a man accused of the manslaughter of a woman who was found dead in a routine has been cleared of manslaughter.
1203,36711337,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,10-year-old boy,['extrinsic'],"                                                document  \
10300  Vincent Barker, known as Vinnie, died in July ...   

                                                 summary        id  
10300  An eight-year-old boy, who died after fluid bu...  36711337  ","an optometrist accused of manslaughter and manslaughter contributed to the death of a 10-year-old boy, a"
1204,36711337,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,,[],"                                                document  \
10300  Vincent Barker, known as Vinnie, died in July ...   

                                                 summary        id  
10300  An eight-year-old boy, who died after fluid bu...  36711337  ",an optometrist who failed to spot an eye condition in a boy who later died has been cleared of manslaughter.
1205,38898611,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,scientists<sep>world\'s most remote neighbourhood,"['extrinsic', 'extrinsic']","                                              document  \
480  Swansea University's Dr Neil Loader and Emerit...   

                                               summary        id  
480  Humans lived in the Amazon rainforest much ear...  38898611  ",scientists have discovered a new species of ancient species of plant places in the world\'s most remote neighbourhoods.
1206,38898611,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,"much earlier than previously thought, and even helped",['extrinsic'],"                                              document  \
480  Swansea University's Dr Neil Loader and Emerit...   

                                               summary        id  
480  Humans lived in the Amazon rainforest much ear...  38898611  ","humans lived in the amazon rainforest much earlier than previously thought, and even helped shape its biodiversity, researchers have said."
1207,38898611,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,world\'s most importan,['extrinsic'],"                                              document  \
480  Swansea University's Dr Neil Loader and Emerit...   

                                               summary        id  
480  Humans lived in the Amazon rainforest much ear...  38898611  ",one of the world\'s most important archaeological sites has been discovered in the city of acre.
1208,38898611,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,,[],"                                              document  \
480  Swansea University's Dr Neil Loader and Emerit...   

                                               summary        id  
480  Humans lived in the Amazon rainforest much ear...  38898611  ",archaeologists have identified the ancient stone pyramids in the amazon rainforest.
1209,38898611,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,giant amazon rainforest in brazil that they believe may have been the first in the history of the amazon rainforest,['intrinsic'],"                                              document  \
480  Swansea University's Dr Neil Loader and Emerit...   

                                               summary        id  
480  Humans lived in the Amazon rainforest much ear...  38898611  ",a team of scientists have discovered a giant amazon rainforest in brazil that they believe may have been the first in the history of the amazon rainforest.
1210,37761972,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,"striker jermain messi, who is best known for his head, has been given a bit of a success at the world cup",['extrinsic'],"                                               document  \
2977  Svetlana Kuznetsova will hope not, after she h...   

                                                summary        id  
2977  Some people say you are only as good as your l...  37761972  ","striker jermain messi, who is best known for his head, has been given a bit of a success at the world cup."
1211,37761972,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,some people say you are only as good as your last,['extrinsic'],"                                               document  \
2977  Svetlana Kuznetsova will hope not, after she h...   

                                                summary        id  
2977  Some people say you are only as good as your l...  37761972  ",some people say you are only as good as your last haircut.
1212,37761972,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,it\'s been a dismal year for the professional footballers \'associati,['extrinsic'],"                                               document  \
2977  Svetlana Kuznetsova will hope not, after she h...   

                                                summary        id  
2977  Some people say you are only as good as your l...  37761972  ",it\'s been a dismal year for the professional footballers \'association.
1213,37761972,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,it\'s not long since a top tennis player became the first woma,['extrinsic'],"                                               document  \
2977  Svetlana Kuznetsova will hope not, after she h...   

                                                summary        id  
2977  Some people say you are only as good as your l...  37761972  ",it\'s not long since a top tennis player became the first woman to lose her hair in a match.
1214,37761972,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,a woman who lost her hair at the age of five has told newsbeat that she\'s going to go head-to-hea,['extrinsic'],"                                               document  \
2977  Svetlana Kuznetsova will hope not, after she h...   

                                                summary        id  
2977  Some people say you are only as good as your l...  37761972  ",a woman who lost her hair at the age of five has told newsbeat that she\'s going to go head-to-head.
1215,18944949,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,nico button\'s retirement from mercedes team-mate nico button earned victory over mercedes team-mate nico alonso to win the grand pri,['extrinsic'],"                                               document  \
3482  Media playback is not supported on this device...   

                                                summary        id  
3482  Ferrari's Fernando Alonso beat Red Bull's Seba...  18944949  ",nico button\'s retirement from mercedes team-mate nico button earned victory over mercedes team-mate nico alonso to win the grand prix.
1216,18944949,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,s sebasti<sep>he ger,"['extrinsic', 'extrinsic']","                                               document  \
3482  Media playback is not supported on this device...   

                                                summary        id  
3482  Ferrari's Fernando Alonso beat Red Bull's Seba...  18944949  ",ferrari\'s fernando alonso beat red bull\'s sebastian vettel and mclaren\'s jenson button in a close fight to win the german grand prix.
1217,18944949,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,fernando<sep>british,"['intrinsic', 'intrinsic']","                                               document  \
3482  Media playback is not supported on this device...   

                                                summary        id  
3482  Ferrari's Fernando Alonso beat Red Bull's Seba...  18944949  ",fernando alonso produced a sensational performance to win the british grand prix and extend his lead at the top of the grand prix.
1218,18944949,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,ferrari\'s jens,['intrinsic'],"                                               document  \
3482  Media playback is not supported on this device...   

                                                summary        id  
3482  Ferrari's Fernando Alonso beat Red Bull's Seba...  18944949  ",ferrari\'s fernando alonso won a thrilling hungarian grand prix to beat ferrari\'s jenson button to win the hungarian grand prix.
1219,18944949,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,held off pole position at the spanish<sep>position for the first time in his career,"['extrinsic', 'extrinsic']","                                               document  \
3482  Media playback is not supported on this device...   

                                                summary        id  
3482  Ferrari's Fernando Alonso beat Red Bull's Seba...  18944949  ",fernando alonso held off pole position at the spanish grand prix to take pole position for the first time in his career.
1220,36031417,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,jok<sep>hah<sep>`not decide,"['extrinsic', 'intrinsic', 'intrinsic']","                                                document  \
10688  He also cancelled an investigation into claims...   

                                                 summary        id  
10688  Macedonian President Gjorge Ivanov has issued ...  36031417  ","macedonia\'s president joko hahn has said he is ``not decided\'\'to cut a knot, saying he wants to ``cut a knot\'\'."
1221,36031417,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,gjorge<sep>issued a pardon,"['extrinsic', 'extrinsic']","                                                document  \
10688  He also cancelled an investigation into claims...   

                                                 summary        id  
10688  Macedonian President Gjorge Ivanov has issued ...  36031417  ",macedonian president gjorge ivanov has issued a pardon to all politicians embroiled in a big corruption scandal that sparked a major political crisis.
1222,36031417,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,prime minister justin rio,['extrinsic'],"                                                document  \
10688  He also cancelled an investigation into claims...   

                                                 summary        id  
10688  Macedonian President Gjorge Ivanov has issued ...  36031417  ",macedonia\'s prime minister justin riot has announced he will step down in june.
1223,36031417,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,aleksanda<sep>with the governmen,"['extrinsic', 'extrinsic']","                                                document  \
10688  He also cancelled an investigation into claims...   

                                                 summary        id  
10688  Macedonian President Gjorge Ivanov has issued ...  36031417  ",macedonia\'s president aleksandar ivanov says he will cut ties with the government and cut ties with the government.
1224,36031417,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,macedonia\'s prime minister james hahn has cancelled a vote of no confidence in the eu\'s anti-government protes,['extrinsic'],"                                                document  \
10688  He also cancelled an investigation into claims...   

                                                 summary        id  
10688  Macedonian President Gjorge Ivanov has issued ...  36031417  ",macedonia\'s prime minister james hahn has cancelled a vote of no confidence in the eu\'s anti-government protests.
1225,40917946,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,gold medallis<sep>laur,"['extrinsic', 'extrinsic']","                                              document  \
186  Media playback is not supported on this device...   

                                               summary        id  
186  Laura Muir says she'll be ""gutted"" to miss Apr...  40917946  ",scotland\'s olympic gold medallist laura muir believes she will be able to compete at this year\'s world indoor championships.
1226,40917946,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,laura,['extrinsic'],"                                              document  \
186  Media playback is not supported on this device...   

                                               summary        id  
186  Laura Muir says she'll be ""gutted"" to miss Apr...  40917946  ",laura muir says she\'ll be ``gutted\'\'to miss april\'s commonwealth games.
1227,40917946,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,laura<sep>scottish indoor athletics championship,"['extrinsic', 'intrinsic']","                                              document  \
186  Media playback is not supported on this device...   

                                               summary        id  
186  Laura Muir says she'll be ""gutted"" to miss Apr...  40917946  ",laura muir says she will not be able to compete at this year\'s scottish indoor athletics championships.
1228,40917946,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,laur<sep>london next mont,"['extrinsic', 'extrinsic']","                                              document  \
186  Media playback is not supported on this device...   

                                               summary        id  
186  Laura Muir says she'll be ""gutted"" to miss Apr...  40917946  ",scotland\'s laura muir is to miss the commonwealth games in london next month because she is missing the commonwealth games.
1229,40917946,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,laura muir is targeting a place at this summer\'s commonwealth games after missing out on a medal at the glasgow indoor grand pri,['extrinsic'],"                                              document  \
186  Media playback is not supported on this device...   

                                               summary        id  
186  Laura Muir says she'll be ""gutted"" to miss Apr...  40917946  ",laura muir is targeting a place at this summer\'s commonwealth games after missing out on a medal at the glasgow indoor grand prix.
1230,32504766,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,two<sep>spain<sep>balearic islands say,"['intrinsic', 'intrinsic', 'intrinsic']","                                               document  \
2321  The Sorrento was travelling to the coastal cit...   

                                                summary        id  
2321  A fire has broken out on a Spanish ferry from ...  32504766  ","two people have been rescued from a burning ferry off the coast of spain, the balearic islands say."
1231,32504766,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,150,['extrinsic'],"                                               document  \
2321  The Sorrento was travelling to the coastal cit...   

                                                summary        id  
2321  A fire has broken out on a Spanish ferry from ...  32504766  ","a fire has broken out on a spanish ferry from mallorca, forcing some 150 passengers and crew to abandon ship."
1232,32504766,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,dozens<sep>canary island,"['extrinsic', 'extrinsic']","                                               document  \
2321  The Sorrento was travelling to the coastal cit...   

                                                summary        id  
2321  A fire has broken out on a Spanish ferry from ...  32504766  ","dozens of people have been injured in a fire at a cargo ship in spain\'s canary islands, officials say."
1233,32504766,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,forty-eight people are feared dead,['extrinsic'],"                                               document  \
2321  The Sorrento was travelling to the coastal cit...   

                                                summary        id  
2321  A fire has broken out on a Spanish ferry from ...  32504766  ",forty-eight people are feared dead after a passenger ferry caught fire off the coast of spain.
1234,32504766,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,a spanish cargo ship has caught fire on board a spanish cargo ship which had been burning for more than a week,['extrinsic'],"                                               document  \
2321  The Sorrento was travelling to the coastal cit...   

                                                summary        id  
2321  A fire has broken out on a Spanish ferry from ...  32504766  ",a spanish cargo ship has caught fire on board a spanish cargo ship which had been burning for more than a week.
1235,37276607,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,centur<sep>four-wicket wi<sep>first day of the county championshi,"['extrinsic', 'extrinsic', 'extrinsic']","                                               document  \
7724  Glamorgan's total was dominated by Nick Selman...   

                                                summary        id  
7724  Gloucestershire finished day one on 62-3 in re...  37276607  ",matt taylor\'s century helped gloucestershire to a four-wicket win over gloucestershire in the first day of the county championship.
1236,37276607,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,62-3<sep>sse swalec stadium in cardif,"['extrinsic', 'extrinsic']","                                               document  \
7724  Glamorgan's total was dominated by Nick Selman...   

                                                summary        id  
7724  Gloucestershire finished day one on 62-3 in re...  37276607  ",gloucestershire finished day one on 62-3 in reply to glamorgan\'s 220 all out at the sse swalec stadium in cardiff.
1237,37276607,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,glamorgan moved to within two points of glamorgan at the top of the one-day cup with a century victory over glamorgan,['extrinsic'],"                                               document  \
7724  Glamorgan's total was dominated by Nick Selman...   

                                                summary        id  
7724  Gloucestershire finished day one on 62-3 in re...  37276607  ",glamorgan moved to within two points of glamorgan at the top of the one-day cup with a century victory over glamorgan.
1238,37276607,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,glamorgan set up an unlikely one-day cup victory over gloucestershire after being set a target of 182 to spare in a rain-affected match,['extrinsic'],"                                               document  \
7724  Glamorgan's total was dominated by Nick Selman...   

                                                summary        id  
7724  Gloucestershire finished day one on 62-3 in re...  37276607  ",glamorgan set up an unlikely one-day cup victory over gloucestershire after being set a target of 182 to spare in a rain-affected match.
1239,37276607,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,nine-wicke<sep>cardif,"['extrinsic', 'extrinsic']","                                               document  \
7724  Glamorgan's total was dominated by Nick Selman...   

                                                summary        id  
7724  Gloucestershire finished day one on 62-3 in re...  37276607  ",nick selman\'s century led glamorgan to a nine-wicket victory over gloucestershire in cardiff.
1240,34759626,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,labour leader sir nicholas,['intrinsic'],"                                               document  \
6164  Gen Sir Nicholas Houghton told the BBC's Andre...   

                                                summary        id  
6164  Jeremy Corbyn has accused the chief of the def...  34759626  ","labour leader sir nicholas houghton has intervened in a ``political dispute\'\'in the wake of the nuclear attack, jeremy corbyn has said."
1241,34759626,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,,[],"                                               document  \
6164  Gen Sir Nicholas Houghton told the BBC's Andre...   

                                                summary        id  
6164  Jeremy Corbyn has accused the chief of the def...  34759626  ",jeremy corbyn has accused the chief of the defence staff of political bias after he criticised the labour leader\'s anti-nuclear stance.
1242,34759626,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,,[],"                                               document  \
6164  Gen Sir Nicholas Houghton told the BBC's Andre...   

                                                summary        id  
6164  Jeremy Corbyn has accused the chief of the def...  34759626  ",labour leader jeremy corbyn has called for an end to the defence of trident nuclear weapons.
1243,34759626,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,uk,['extrinsic'],"                                               document  \
6164  Gen Sir Nicholas Houghton told the BBC's Andre...   

                                                summary        id  
6164  Jeremy Corbyn has accused the chief of the def...  34759626  ",labour leader jeremy corbyn has called on the uk to clarify its policy on nuclear weapons after it said it would not use nuclear weapons.
1244,34759626,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,uk\'<sep>called for a rethin,"['extrinsic', 'extrinsic']","                                               document  \
6164  Gen Sir Nicholas Houghton told the BBC's Andre...   

                                                summary        id  
6164  Jeremy Corbyn has accused the chief of the def...  34759626  ",the chief of the uk\'s nuclear watchdog has called for a rethink of the country\'s nuclear deterrent.
1245,33055691,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,connection with the disappearance of a man<sep>evening,"['extrinsic', 'extrinsic']","                                                document  \
10905  The males, two aged 17 and one 19, from north-...   

                                                 summary        id  
10905  Three teenagers arrested on suspicion of terro...  33055691  ","two teenagers have been arrested in connection with the disappearance of a man in istanbul on monday evening, police have said."
1246,33055691,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,terrorism offences,['extrinsic'],"                                                document  \
10905  The males, two aged 17 and one 19, from north-...   

                                                 summary        id  
10905  Three teenagers arrested on suspicion of terro...  33055691  ","three teenagers arrested on suspicion of terrorism offences after being detained in turkey will not face charges, police have announced."
1247,33055691,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,"terrorism offences, police have said",['extrinsic'],"                                                document  \
10905  The males, two aged 17 and one 19, from north-...   

                                                 summary        id  
10905  Three teenagers arrested on suspicion of terro...  33055691  ","three teenagers have been arrested on suspicion of syria-related terrorism offences, police have said."
1248,33055691,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,four<sep>suspicion of terrorism offences,"['extrinsic', 'extrinsic']","                                                document  \
10905  The males, two aged 17 and one 19, from north-...   

                                                 summary        id  
10905  Three teenagers arrested on suspicion of terro...  33055691  ",four british teenagers who were arrested in turkey on suspicion of terrorism offences have been released on bail.
1249,33055691,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,three<sep>terrorism offences,"['extrinsic', 'extrinsic']","                                                document  \
10905  The males, two aged 17 and one 19, from north-...   

                                                 summary        id  
10905  Three teenagers arrested on suspicion of terro...  33055691  ","three teenagers from london have been arrested on suspicion of syria-related terrorism offences, police have said."
1250,22299596,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,woman,['extrinsic'],"                                               document  \
1860  Gareth Colfer-Williams, 25, died last week at ...   

                                                summary        id  
1860  Further tests will be carried out on a man who...  22299596  ",the family of a woman who died after a measles outbreak have said she is no close to his death.
1251,22299596,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,,[],"                                               document  \
1860  Gareth Colfer-Williams, 25, died last week at ...   

                                                summary        id  
1860  Further tests will be carried out on a man who...  22299596  ",further tests will be carried out on a man who died while suffering from measles after post-mortem examination results were inconclusive.
1252,22299596,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,the family of a five-year-old boy who died after suffering serious head injuries have said they are ``devastated,['extrinsic'],"                                               document  \
1860  Gareth Colfer-Williams, 25, died last week at ...   

                                                summary        id  
1860  Further tests will be carried out on a man who...  22299596  ",the family of a five-year-old boy who died after suffering serious head injuries have said they are ``devastated\'\'by the death of his son.
1253,22299596,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,,[],"                                               document  \
1860  Gareth Colfer-Williams, 25, died last week at ...   

                                                summary        id  
1860  Further tests will be carried out on a man who...  22299596  ",a post-mortem examination has concluded that a man died from measles and measles.
1254,22299596,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,,[],"                                               document  \
1860  Gareth Colfer-Williams, 25, died last week at ...   

                                                summary        id  
1860  Further tests will be carried out on a man who...  22299596  ",an inquest into a swansea man\'s death has opened.
1255,40883148,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,liam<sep>s ufc career was reject,"['extrinsic', 'extrinsic']","                                               document  \
1934  The former five-weight world champion submitte...   

                                                summary        id  
1934  Floyd Mayweather has formally requested to use...  40883148  ",ufc lightweight champion liam bennett has said he is ``coming sprinting at you with bricks\'\'after his ufc career was rejected.
1256,40883148,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,floyd mayweather has formally requested to use 8oz gloves when he fights conor mcgregor in las vegas on 26 august,['extrinsic'],"                                               document  \
1934  The former five-weight world champion submitte...   

                                                summary        id  
1934  Floyd Mayweather has formally requested to use...  40883148  ",floyd mayweather has formally requested to use 8oz gloves when he fights conor mcgregor in las vegas on 26 august.
1257,40883148,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,floyd mayweather\'s bid to become the first ufc boxing champion to be held in las vegas is to be held in las vega,['extrinsic'],"                                               document  \
1934  The former five-weight world champion submitte...   

                                                summary        id  
1934  Floyd Mayweather has formally requested to use...  40883148  ",floyd mayweather\'s bid to become the first ufc boxing champion to be held in las vegas is to be held in las vegas.
1258,40883148,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,las vegas on 9 augus,['extrinsic'],"                                               document  \
1934  The former five-weight world champion submitte...   

                                                summary        id  
1934  Floyd Mayweather has formally requested to use...  40883148  ",conor mcgregor\'s fight against ufc champion conor mcgregor in las vegas on 9 august will be discussed by the nevada authorities.
1259,40883148,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,featherweight<sep>will not be able to defend his<sep>according to a leaked document,"['extrinsic', 'extrinsic', 'extrinsic']","                                               document  \
1934  The former five-weight world champion submitte...   

                                                summary        id  
1934  Floyd Mayweather has formally requested to use...  40883148  ","ufc featherweight champion conor mcgregor will not be able to defend his ufc lightweight title against nate diaz, according to a leaked document."
1260,39263182,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,,[],"                                               document  \
3029  Neil Aspin's promotion-chasing hosts have not ...   

                                                summary        id  
3029  Gateshead and Guiseley extended their unbeaten...  39263182  ",guiseley remain winless at the top of the national league after they were held to a draw at gateshead.
1261,39263182,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,gateshead international stadium,['extrinsic'],"                                               document  \
3029  Neil Aspin's promotion-chasing hosts have not ...   

                                                summary        id  
3029  Gateshead and Guiseley extended their unbeaten...  39263182  ",gateshead and guiseley extended their unbeaten runs with a 1-1 draw at the gateshead international stadium.
1262,39263182,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,winles,['extrinsic'],"                                               document  \
3029  Neil Aspin's promotion-chasing hosts have not ...   

                                                summary        id  
3029  Gateshead and Guiseley extended their unbeaten...  39263182  ",guiseley\'s winless start to the national league season continued with a draw at gateshead.
1263,39263182,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,,[],"                                               document  \
3029  Neil Aspin's promotion-chasing hosts have not ...   

                                                summary        id  
3029  Gateshead and Guiseley extended their unbeaten...  39263182  ",gateshead remain unbeaten in the national league after being held to a draw by guiseley.
1264,39263182,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,victory at guiseley,['intrinsic'],"                                               document  \
3029  Neil Aspin's promotion-chasing hosts have not ...   

                                                summary        id  
3029  Gateshead and Guiseley extended their unbeaten...  39263182  ",guiseley continued their 100% start to the national league season with a victory at guiseley.
1265,36957139,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,grimsby town have signed defender phil wilson on a one-year deal following his release by league two rivals preston north end,['extrinsic'],"                                               document  \
4013  Wilson rejoined Championship side Forest from ...   

                                                summary        id  
4013  Rotherham United have signed former Nottingham...  36957139  ",grimsby town have signed defender phil wilson on a one-year deal following his release by league two rivals preston north end.
1266,36957139,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,rotherham united have signed former nottingham forest centre-back kelvin wilson on a one-year contract,['extrinsic'],"                                               document  \
4013  Wilson rejoined Championship side Forest from ...   

                                                summary        id  
4013  Rotherham United have signed former Nottingham...  36957139  ",rotherham united have signed former nottingham forest centre-back kelvin wilson on a one-year contract.
1267,36957139,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,league two side crawley town have signed former celtic defender ryan wilson on a two-year deal,['extrinsic'],"                                               document  \
4013  Wilson rejoined Championship side Forest from ...   

                                                summary        id  
4013  Rotherham United have signed former Nottingham...  36957139  ",league two side crawley town have signed former celtic defender ryan wilson on a two-year deal.
1268,36957139,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,league one side nottingham forest have signed nottingham forest midfielder gary wilson on a season-long loan deal,['extrinsic'],"                                               document  \
4013  Wilson rejoined Championship side Forest from ...   

                                                summary        id  
4013  Rotherham United have signed former Nottingham...  36957139  ",league one side nottingham forest have signed nottingham forest midfielder gary wilson on a season-long loan deal.
1269,36957139,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,notts county have signed former nottingham forest midfielder danny wilson on a one-month loan deal,['extrinsic'],"                                               document  \
4013  Wilson rejoined Championship side Forest from ...   

                                                summary        id  
4013  Rotherham United have signed former Nottingham...  36957139  ",notts county have signed former nottingham forest midfielder danny wilson on a one-month loan deal.
1270,17646549,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,not one of the best bits,['extrinsic'],"                                               document  \
6971  Younger people take religion seriously ""when t...   

                                                summary        id  
6971  Rowan Williams has warned against ""downgrading...  17646549  ",the english baccalaureate ([UNK]) has said it is ``not one of the best bits\'\'of religious education.
1271,17646549,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,rowan,['extrinsic'],"                                               document  \
6971  Younger people take religion seriously ""when t...   

                                                summary        id  
6971  Rowan Williams has warned against ""downgrading...  17646549  ",rowan williams has warned against ``downgrading\'\'religious education in secondary schools in his last easter sermon as archbishop of canterbury.
1272,17646549,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,called for a ban,['extrinsic'],"                                               document  \
6971  Younger people take religion seriously ""when t...   

                                                summary        id  
6971  Rowan Williams has warned against ""downgrading...  17646549  ",the archbishop of canterbury has called for a ban on religious education in england.
1273,17646549,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,mar,['extrinsic'],"                                               document  \
6971  Younger people take religion seriously ""when t...   

                                                summary        id  
6971  Rowan Williams has warned against ""downgrading...  17646549  ","religious education in england\'s schools should be reduced to anti-rethink, the archbishop of canterbury mark williams has warned."
